ID Escenario,HU,Escenario,Precondición,Paso,Action,Data,Expected Result
TC-038,HU_01,Recuperación del layout original por folio dentro de la ventana de 2 meses,Existe un folio de pre-registro generado hace menos de 2 meses.,1,Solicitar (usuario autorizado) la recuperación del archivo por folio.,Folio vigente (< 2 meses),El sistema devuelve el layout original asociado al folio
TC-039,HU_01,Recuperación del layout fuera de la ventana de 2 meses,Existe un folio de pre-registro generado hace más de 2 meses.,1,Solicitar la recuperación del archivo por folio.,Folio con antigüedad > 2 meses,El sistema no devuelve el archivo / indica que la información ya no está disponible
TC-040,HU_01,Apertura de cuenta antes de vencer la vigencia (T0 + 1.5 meses),Existe un pre-registro válido con fecha T0.,1,Simular en ScotiaMóvil la apertura de cuenta del empleado antes de T0 + 1.5 meses.,Fecha de intento < T0+1.5 meses,La apertura se permite
TC-041,HU_01,Apertura de cuenta después de vencer la vigencia (T0 + 1.5 meses),Existe un pre-registro válido con fecha T0.,1,Simular en ScotiaMóvil la apertura de cuenta del empleado después de T0 + 1.5 meses.,Fecha de intento > T0+1.5 meses,El pre-registro ha expirado; no se permite abrir la cuenta
TC-042,HU_01,Apertura de cuenta justo en el límite de vigencia (boundary T0+1.5 meses),Existe un pre-registro válido con fecha T0.,1,Simular el intento de apertura exactamente en la fecha límite T0 + 1.5 meses.,Fecha de intento = T0+1.5 meses,Se valida el comportamiento exacto del límite (debe documentarse si el límite es inclusivo o exclusivo) y el sistema responde de forma consistente con la regla de negocio
TC-043,HU_02,Envío inmediato de notificación tras procesamiento exitoso/parcial,Existe un layout ya procesado (HU_01) con al menos un registro válido.,1,Verificar bandeja de correo de la empresa inmediatamente después de finalizado el procesamiento.,Folio de pre-registro,Se recibe el correo de notificación de forma inmediata tras finalizar el procesamiento
TC-044,HU_02,Asunto correcto del correo de resultado,Correo de notificación de resultado recibido (TC-043).,1,Revisar el asunto del correo recibido.,Nombre de la empresa,"El asunto es ""Respuesta a solicitud de pre-registro [nombre empresa]"""
TC-045,HU_02,Contenido completo del cuerpo del correo de resultado,"Correo de notificación de resultado recibido, proveniente de un layout con registros aceptados y rechazados.",1,Revisar el cuerpo del correo elemento por elemento.,N/A,"El correo contiene: imagen ilustrativa; nombre de la empresa como título; texto informativo del resultado; recuadro con folio, fecha y hora; recuadro con totales de aceptados y rechazados; recuadro con siguientes pasos; aviso de privacidad"
TC-046,HU_02,Reporte Excel adjunto no editable y descargable,Correo de notificación de resultado recibido con reporte adjunto.,1,Descargar el archivo Excel adjunto y verificar edición.,N/A,"El archivo se descarga exitosamente, puede abrirse, pero no permite edición del contenido"
TC-047,HU_02,Contenido informativo correcto del reporte Excel,Reporte Excel adjunto descargado (TC-046).,1,Abrir el archivo y revisar encabezado de datos generales.,N/A,"El archivo contiene nombre de la empresa, número de convenio y fecha/hora de la solicitud"
TC-048,HU_02,Detalle de registros rechazados en el reporte,Layout procesado con al menos un registro rechazado.,1,Revisar el detalle de rechazos dentro del reporte Excel.,N/A,El archivo incluye el detalle del error específico por cada registro rechazado
TC-049,HU_02,Información de empleados en el reporte,Reporte Excel adjunto descargado.,1,Revisar el detalle por empleado en el reporte.,N/A,"Se muestra el nombre del empleado, el estatus del registro (aceptado/rechazado) y el error encontrado cuando aplica"
TC-050,HU_02,Notificación cuando la solicitud no pudo procesarse (convenio inválido),Layout enviado con Convenio inválido o inexistente (ver TC-016).,1,Verificar bandeja de correo de la empresa.,N/A,Se envía inmediatamente un correo indicando que no fue posible procesar la solicitud
TC-051,HU_02,Contenido del correo cuando la solicitud no se procesó,Correo de error recibido (TC-050).,1,Revisar asunto y cuerpo del correo de error.,N/A,"Asunto: ""Respuesta a solicitud de pre-registro"". Cuerpo: imagen ilustrativa, nombre de empresa o título genérico, texto de solicitud no procesada, número de convenio, aviso de privacidad"
TC-052,HU_02,Correo sin reporte adjunto en caso de error,Correo de error recibido (TC-050).,1,Verificar los adjuntos del correo.,N/A,El correo no contiene ningún archivo adjunto
TC-053,HU_03,Primer correo de avance posterior a la notificación inicial,La empresa ya recibió la primera notificación de resultado (HU_02) con al menos un pre-registro pendiente de apertura.,1,Esperar el primer ciclo de recurrencia (72h) y revisar bandeja de correo de la empresa.,N/A,Se recibe el primer correo de avance de apertura de cuentas
TC-054,HU_03,Recurrencia de envío: cada 72h durante las primeras 2 semanas,Primera notificación de avance ya enviada; existen pre-registros pendientes.,1,Medir el intervalo entre notificaciones de avance durante las semanas 1 y 2.,N/A,Las notificaciones se envían cada 72 horas durante ese periodo
TC-055,HU_03,Recurrencia de envío: cada 48h durante semanas 3 y 4,Han transcurrido las primeras 2 semanas de recurrencia; existen pre-registros pendientes.,1,Medir el intervalo entre notificaciones de avance durante las semanas 3 y 4.,N/A,Las notificaciones se envían cada 48 horas durante ese periodo
TC-056,HU_03,Recurrencia de envío: cada 24h durante semanas 5 y 6,Han transcurrido 4 semanas de recurrencia; existen pre-registros pendientes.,1,Medir el intervalo entre notificaciones de avance durante las semanas 5 y 6.,N/A,Las notificaciones se envían cada 24 horas durante ese periodo
TC-057,HU_03,Suspensión de envíos al completarse todas las aperturas,Todos los empleados de un pre-registro completan la apertura de cuenta antes de finalizar el periodo de 1.5 meses.,1,Verificar si se generan nuevas notificaciones de avance tras completarse todas las aperturas.,N/A,El sistema suspende el envío recurrente de avance de forma inmediata
TC-058,HU_03,Corte de envíos al cumplirse 1.5 meses,Han transcurrido 1.5 meses desde la primera notificación y existen aperturas aún pendientes.,1,Verificar si se envían notificaciones de avance después de 1.5 meses.,N/A,"El sistema deja de enviar notificaciones semanales de avance, aunque existan pendientes"
TC-059,HU_03,Asunto correcto del correo de avance,Correo de avance recibido.,1,Revisar el asunto del correo.,N/A,"El asunto es ""Avance de apertura de cuentas de nómina"""
TC-060,HU_03,Contenido completo del cuerpo del correo de avance,Correo de avance recibido con empleados en distintos estatus.,1,Revisar el cuerpo del correo elemento por elemento.,N/A,El correo contiene: imagen ilustrativa; nombre de la empresa o título genérico; texto de seguimiento; recuadro con cuentas aperturadas y pendientes; aviso de privacidad
TC-061,HU_03,Reporte adjunto solicita contraseña solo si incluye CLABE compartida,Dos casos: (A) reporte de avance con al menos un empleado que autorizó compartir CLABE; (B) reporte sin ningún dato de CLABE compartida.,1,Descargar y abrir el reporte Excel adjunto en ambos casos.,Caso A: con CLABE compartida / Caso B: sin CLABE compartida,Caso A: el archivo solicita contraseña para abrirse. Caso B: el archivo no solicita contraseña
TC-062,HU_03,Reporte de avance no editable y descargable,Reporte de avance adjunto recibido.,1,Descargar el archivo y verificar edición del contenido.,N/A,La descarga se realiza exitosamente y el archivo no permite edición
TC-063,HU_03,Contenido informativo correcto del reporte de avance,Reporte de avance descargado.,1,Revisar encabezado de datos generales del reporte.,N/A,"El archivo contiene nombre de la empresa, número de convenio y fecha/hora de la solicitud de pre-registro"
TC-064,HU_03,Detalle de estatus por empleado en el reporte de avance,"Reporte de avance descargado, con empleados en distintos estatus y niveles de autorización de CLABE.",1,Revisar el detalle por empleado en el reporte.,N/A,"Se muestra nombre del empleado, estatus actual, indicador de autorización para compartir CLABE, y la cuenta CLABE solo si existe autorización"
TC-065,HU_03,Actualización del estatus reflejada en la siguiente notificación,Un empleado cambia de estatus (de pendiente a aperturado) entre dos ciclos de notificación de avance.,1,Comparar el reporte de avance del ciclo anterior contra el del ciclo actual.,N/A,El reporte más reciente refleja el estatus actualizado del empleado
TC-066,HU_04,Envío inmediato de notificación tras registro válido,Layout procesado (HU_01) con al menos un registro de empleado marcado como válido.,1,Verificar bandeja de correo del empleado inmediatamente después de finalizado el pre-registro.,Correo registrado en el layout,Se envía el correo electrónico al empleado inmediatamente después de marcarse como pre-registro exitoso
TC-067,HU_04,No envío de notificación a registros inválidos,Layout procesado con al menos un registro de empleado rechazado.,1,Verificar bandeja de correo del empleado con registro rechazado.,N/A,No se envía ningún correo de notificación a ese empleado
TC-068,HU_04,Envío únicamente al correo registrado en el layout,Layout con un registro válido y correo electrónico específico.,1,Verificar la dirección destino del correo enviado.,Correo electrónico del layout,El correo se envía exclusivamente a la dirección de correo registrada por la empresa en el layout
TC-069,HU_04,Asunto correcto del correo de notificación al empleado,Correo de notificación al empleado recibido.,1,Revisar el asunto del correo.,N/A,"El asunto es ""Apertura tu cuenta de Scotia Nómina"""
TC-070,HU_04,Contenido completo del cuerpo del correo al nominatario,Correo de notificación al empleado recibido.,1,Revisar el cuerpo del correo elemento por elemento.,N/A,"Contiene: imagen ilustrativa; nombre del empleado; texto informativo; recuadro de siguientes pasos; CTA ""Iniciar contratación""; CTAs a Google Play y App Store; recuadro de no cumplimiento de requisitos (INE, convenio, folios); recuadro de beneficios con enlace ""Ver más beneficios""; aviso de privacidad en el footer"
TC-071,HU_04,Formato e inclusión de folios de contacto,Correo de notificación al empleado recibido.,1,Revisar la sección de no cumplimiento de requisitos.,N/A,"Se muestra el convenio, el folio de pre-registro de la empresa en formato [Convenio-fecha-hora-min] y el folio particular del empleado"
TC-072,HU_04,Redirección correcta del CTA 'Iniciar contratación',Correo de notificación al empleado recibido en un dispositivo con ScotiaMóvil instalado.,1,Dar clic en el CTA 'Iniciar contratación'.,N/A,El empleado es dirigido al flujo de contratación dentro de ScotiaMóvil
TC-073,HU_04,Redirección correcta a tiendas de aplicaciones,Correo de notificación al empleado recibido en dispositivo sin ScotiaMóvil instalada (Android e iOS).,1,Dar clic en los CTAs secundarios de tienda de aplicaciones desde ambos sistemas operativos.,N/A,El empleado es redirigido a Google Play (Android) o App Store (iOS) según su dispositivo
TC-074,HU_04,Redirección correcta a la página de beneficios,Correo de notificación al empleado recibido.,1,Dar clic en el enlace 'Ver más beneficios'.,N/A,El empleado es dirigido a la URL web de beneficios de la cuenta Scotia Nómina
TC-075,HU_05,Envío de recordatorio solo a empleados con apertura pendiente,Empleado pre-registrado correctamente (HU_04) que aún no completa la apertura de cuenta.,1,Ejecutar el proceso de recordatorios y verificar bandeja del empleado.,N/A,Se envía un correo de recordatorio al empleado con apertura pendiente
TC-076,HU_05,No envío de recordatorio a empleados con cuenta ya aperturada,Empleado que ya completó la apertura de su cuenta.,1,Ejecutar el proceso de recordatorios y verificar bandeja del empleado.,N/A,No se envía ningún correo de recordatorio a ese empleado
TC-077,HU_05,Recurrencia de recordatorios: 72h / 48h / 24h por tramos de 2 semanas,Empleado con apertura pendiente desde la primera notificación (HU_04).,1,Medir el intervalo entre recordatorios durante los 3 tramos del periodo de 1.5 meses.,N/A,"Los recordatorios se envían cada 72h (semanas 1-2), cada 48h (semanas 3-4) y cada 24h (semanas 5-6)"
TC-078,HU_05,Suspensión de recordatorios al completar la apertura,Empleado con recordatorios activos que completa la apertura de cuenta a mitad del periodo.,1,Verificar si se generan nuevos recordatorios tras completar la apertura.,N/A,El sistema suspende el envío de recordatorios de forma inmediata
TC-079,HU_05,Corte de recordatorios tras 1.5 meses sin completar apertura,Han transcurrido 1.5 meses desde la primera notificación al empleado y la apertura sigue pendiente.,1,Verificar si se envían recordatorios después de 1.5 meses.,N/A,"El sistema detiene automáticamente el envío de recordatorios, aun con estatus pendiente"
TC-080,HU_05,Asunto correcto del correo de recordatorio,Correo de recordatorio recibido.,1,Revisar el asunto del correo.,N/A,"El asunto es ""Apertura tu cuenta Scotia Nómina"""
TC-081,HU_05,Contenido completo del correo de recordatorio,Correo de recordatorio recibido.,1,Revisar el cuerpo del correo elemento por elemento.,N/A,"Contiene los mismos elementos que la notificación inicial: imagen, nombre del empleado, texto de recordatorio, CTA de contratación, CTAs de tiendas, recuadro de requisitos, recuadro de beneficios y aviso de privacidad"
TC-082,HU_05,CTAs y redirecciones desde el recordatorio,Correo de recordatorio recibido.,1,"Dar clic en el CTA 'Iniciar contratación', en los CTAs de tienda y en 'Ver más beneficios'.",N/A,"Redirige correctamente al flujo de contratación en ScotiaMóvil, a la tienda de apps según dispositivo, y a la URL de beneficios"
TC-083,HU_06,Consulta de folio de pre-registro de empresa existente y activo,"Existe un pre-registro de empresa activo, creado hace menos de 2 meses.",1,Ingresar el folio de pre-registro de la empresa en el sistema de consulta.,Folio de empresa vigente,"El sistema muestra el mensaje ""El folio # que ingresaste ha sido pre-registrado para la apertura de una cuenta de nómina"", junto con nombre de la empresa, número de convenio y fecha/hora de creación"
TC-084,HU_06,Consulta de folio particular de empleado existente,"Existe un empleado pre-registrado dentro de un pre-registro activo, creado hace menos de 2 meses.",1,Ingresar el folio particular del empleado en el sistema de consulta.,Folio de empleado vigente,"El sistema muestra el mensaje de pre-registro válido junto con nombre de la empresa, convenio, fecha/hora, nombre completo del empleado y su correo registrado"
TC-085,HU_06,Consulta de folio dentro del periodo de vigencia (menor a 2 meses),Pre-registro creado hace menos de 2 meses.,1,Consultar el folio correspondiente.,Folio con antigüedad < 2 meses,El sistema permite visualizar la información completa del pre-registro
TC-086,HU_06,Consulta de folio fuera del periodo de vigencia (mayor a 2 meses),Pre-registro creado hace más de 2 meses.,1,Consultar el folio correspondiente.,Folio con antigüedad > 2 meses,"El sistema muestra el mensaje ""El folio no ha sido pre-registrado para la apertura de nómina por ninguna empresa"", sin información adicional"
TC-087,HU_06,Consulta de folio inexistente,No existe ningún pre-registro asociado al folio a consultar.,1,Ingresar un folio inexistente en el sistema de consulta.,Folio no existente,"El sistema muestra el mensaje ""El folio no ha sido pre-registrado para la apertura de nómina por ninguna empresa"""
TC-088,HU_06,Consulta de folio que no corresponde a un pre-registro,El folio ingresado tiene formato válido pero no está asociado a ningún pre-registro en base de datos.,1,Ingresar el folio en el sistema de consulta.,"Folio con formato válido, sin asociación","El sistema muestra el mensaje ""El folio no ha sido pre-registrado para la apertura de nómina por ninguna empresa"""
TC-089,TECH,Generación de Token exitosa,Credenciales/ambiente configurados correctamente en Postman.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-090,TECH,Generación de Token fallida (credenciales inválidas),Credenciales de autenticación inválidas o expiradas configuradas en Postman.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] con credenciales inválidas.,N/A,El response obtiene un código de error (401/403) y no se genera Bearer Token
TC-091,TECH,Endpoint de upload sin token o con token inválido,Layout válido disponible; token de autorización vencido o ausente en el header del request.,1,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman","Archivo layout válido, sin header Authorization / token expirado",El endpoint responde con un código de error de autenticación (401) y no inicia el procesamiento
TC-092,TECH,Endpoint de upload con archivo corrupto o vacío,Archivo Excel corrupto (dañado) o con 0 registros (solo encabezados).,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-092,TECH,Endpoint de upload con archivo corrupto o vacío,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/nominees/upload] cargar el archivo de layout y dar clic en el botón ""Send"" de Postman",Archivo Excel corrupto o vacío,El endpoint responde con un error controlado (400) indicando archivo inválido o no procesable
TC-093,TECH,Trigger scheduler data-ingestion con job_id duplicado,Ya existe un job_id previamente ejecutado con el mismo identificador.,1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-093,TECH,Trigger scheduler data-ingestion con job_id duplicado,,2,"En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar el request del scheduler:
{
 ""job_id"": ""JOB-<fecha>-XXX"",
 ""execution_date"": ""<timestamp>"",
 ""origin"": ""SCHEDULER""
}",N/A,"El sistema responde indicando que el job_id ya fue procesado o rechaza la ejecución duplicada, sin reprocesar el mismo lote dos veces"
TC-094,TECH,Trigger scheduler con payload malformado,"Request de scheduler con estructura JSON incorrecta o campos faltantes (job_id, execution_date, origin).",1,Ejecutar el endpoint: [https://ccop-bcsmx-payroll-back-scheduler-nominees-worker.ccopmx.dbuist.npe-k8s.recursos/management/token] para la generación del Token.,N/A,El response obtiene un 200 OK y se genera exitosamente el Bearer Token
TC-094,TECH,Trigger scheduler con payload malformado,,2,En el body del endpoint [https://ccop-bcsmx-payroll-back-orchestrator-nominees-api.int.dbuist.npe-k8s.recursos/api/v1/payroll/nominees/task/pre-register/data-ingestion] mandar un JSON incompleto o malformado.,JSON sin 'job_id' u otro campo requerido,El endpoint responde con un error de validación (400) y no dispara el proceso batch
